"No","Time","Source","Destination","Protocol","Length","Info","cat",""
"133","4,820,433","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49196 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1142916038 TSecr=0 SACK_PERM","Anomaly",""
"134","4,937,681","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49190 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=359577943 TSecr=0 SACK_PERM","Anomaly",""
"135","4,971,937","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49197 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2858737568 TSecr=0 SACK_PERM","Anomaly",""
"136","5,057,164","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49184 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3444039649 TSecr=0 SACK_PERM","Anomaly",""
"137","5,088,375","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49191 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2413205216 TSecr=0 SACK_PERM","Anomaly",""
"138","5,208,589","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49185 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1731470563 TSecr=0 SACK_PERM","Anomaly",""
"139","5,237,845","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49192 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3423729512 TSecr=0 SACK_PERM","Anomaly",""
"140","5,356,164","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49186 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3120653964 TSecr=0 SACK_PERM","Anomaly",""
"141","5,389,368","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49193 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=450096453 TSecr=0 SACK_PERM","Anomaly",""
"142","5,444,065","fe80::1096:6b69:2011:76a8","fe80::101","DNS","91","Standard query 0x6b00 A httpbin.org","Normal",""
"143","5,444,193","fe80::1096:6b69:2011:76a8","fe80::101","DNS","91","Standard query 0xbcf4 AAAA httpbin.org","Normal",""
"144","5,450,486","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49180 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2078137276 TSecr=0 SACK_PERM","Anomaly",""
"145","5,450,539","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49179 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3883158154 TSecr=0 SACK_PERM","Anomaly",""
"146","5,461,208","fe80::101","fe80::1096:6b69:2011:76a8","DNS","176","Standard query response 0xbcf4 AAAA httpbin.org SOA ns-1053.awsdns-03.org","Normal",""
"147","5,469,613","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49181 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=534366460 TSecr=0 SACK_PERM","Anomaly",""
"148","5,473,085","fe80::101","fe80::1096:6b69:2011:76a8","DNS","123","Standard query response 0x6b00 A httpbin.org A 3.95.102.170 A 18.214.18.233","Normal",""
"149","5,474,694","192.168.100.15","httpbin.org","TCP","78","49198 → https(443) [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=845234337 TSecr=0 SACK_PERM","Anomaly",""
"150","5,490,760","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49187 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1403984864 TSecr=0 SACK_PERM","Anomaly",""
"151","5,521,286","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49194 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2083479862 TSecr=0 SACK_PERM","Anomaly",""
"152","5,571,503","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","bud02s37-in-x0e.1e100.net","TLSv1.2","603","Application Data","Normal",""
"153","5,586,591","httpbin.org","192.168.100.15","TCP","74","https(443) → 49198 [SYN, ACK, ECE] Seq=0 Ack=1 Win=26847 Len=0 MSS=1412 SACK_PERM TSval=4001386228 TSecr=845234337 WS=256","Anomaly",""
"154","5,586,698","192.168.100.15","httpbin.org","TCP","66","49198 → https(443) [ACK] Seq=1 Ack=1 Win=131584 Len=0 TSval=845234449 TSecr=4001386228","Normal",""
"155","5,588,597","192.168.100.15","httpbin.org","TLSv1.2","253","Client Hello (SNI=httpbin.org)","Normal",""
"156","5,590,328","bud02s37-in-x0e.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","86","https(443) → 58452 [ACK] Seq=1 Ack=518 Win=455 Len=0 TSval=630388279 TSecr=716721253","Normal",""
"157","5,621,466","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49182 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2549478447 TSecr=0 SACK_PERM","Anomaly",""
"158","5,655,656","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49188 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1583831155 TSecr=0 SACK_PERM","Anomaly",""
"159","5,671,827","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49195 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3411667201 TSecr=0 SACK_PERM","Anomaly",""
"160","5,700,919","httpbin.org","192.168.100.15","TCP","66","https(443) → 49198 [ACK] Seq=1 Ack=188 Win=28160 Len=0 TSval=4001386343 TSecr=845234451","Normal",""
"161","5,700,920","httpbin.org","192.168.100.15","TLSv1.2","1466","Server Hello","Normal",""
"162","5,700,922","httpbin.org","192.168.100.15","TCP","1466","https(443) → 49198 [ACK] Seq=1401 Ack=188 Win=28160 Len=1400 TSval=4001386343 TSecr=845234451 [TCP segment of a reassembled PDU]","Normal",""
"163","5,700,923","httpbin.org","192.168.100.15","TCP","1466","https(443) → 49198 [ACK] Seq=2801 Ack=188 Win=28160 Len=1400 TSval=4001386343 TSecr=845234451 [TCP segment of a reassembled PDU]","Normal",""
"164","5,700,924","httpbin.org","192.168.100.15","TLSv1.2","1279","Certificate, Server Key Exchange, Server Hello Done","Normal",""
"165","5,701,105","192.168.100.15","httpbin.org","TCP","66","49198 → https(443) [ACK] Seq=188 Ack=5414 Win=126144 Len=0 TSval=845234563 TSecr=4001386343","Normal",""
"166","5,701,247","192.168.100.15","httpbin.org","TCP","66","[TCP Window Update] 49198 → https(443) [ACK] Seq=188 Ack=5414 Win=131072 Len=0 TSval=845234563 TSecr=4001386343","Normal",""
"167","5,706,755","192.168.100.15","httpbin.org","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message","Normal",""
"168","5,773,059","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49183 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3025781289 TSecr=0 SACK_PERM","Anomaly",""
"169","5,807,367","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49189 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3101132529 TSecr=0 SACK_PERM","Anomaly",""
"170","5,818,191","httpbin.org","192.168.100.15","TCP","66","https(443) → 49198 [ACK] Seq=5414 Ack=314 Win=28160 Len=0 TSval=4001386460 TSecr=845234569","Normal",""
"171","5,818,193","httpbin.org","192.168.100.15","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message","Normal",""
"172","5,818,194","httpbin.org","192.168.100.15","TLSv1.2","135","Application Data","Normal",""
"173","5,818,340","192.168.100.15","httpbin.org","TCP","66","49198 → https(443) [ACK] Seq=314 Ack=5534 Win=130944 Len=0 TSval=845234680 TSecr=4001386460","Normal",""
"174","5,821,510","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49196 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1142917040 TSecr=0 SACK_PERM","Anomaly",""
"175","5,826,741","bud02s37-in-x0e.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TLSv1.2","608","Application Data","Normal",""
"176","5,826,742","bud02s37-in-x0e.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TLSv1.2","437","Application Data","Normal",""
"177","5,826,743","bud02s37-in-x0e.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TLSv1.2","142","Application Data","Normal",""
"178","5,826,743","bud02s37-in-x0e.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TLSv1.2","125","Application Data","Normal",""
"179","5,827,058","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","bud02s37-in-x0e.1e100.net","TCP","86","58452 → https(443) [ACK] Seq=518 Ack=969 Win=2032 Len=0 TSval=716721508 TSecr=630388514","Normal",""
"180","5,827,436","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","bud02s37-in-x0e.1e100.net","TLSv1.2","125","Application Data","Normal",""
"181","5,833,251","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","2001:4860:4802:32::180","TLSv1.2","548","Application Data","Normal",""
"182","5,833,503","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","2001:4860:4802:32::180","TLSv1.2","466","Application Data","Normal",""
"183","5,834,735","192.168.100.15","httpbin.org","TLSv1.2","295","Application Data","Normal",""
"184","5,846,751","bud02s37-in-x0e.1e100.net","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","86","https(443) → 58452 [ACK] Seq=969 Ack=557 Win=455 Len=0 TSval=630388535 TSecr=716721508","Normal",""
"185","5,851,132","2001:4860:4802:32::180","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","86","https(443) → 58453 [ACK] Seq=2491 Ack=3651 Win=1045 Len=0 TSval=583966711 TSecr=887151467","Normal",""
"186","5,851,132","2001:4860:4802:32::180","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","86","https(443) → 58453 [ACK] Seq=2491 Ack=4031 Win=1045 Len=0 TSval=583966712 TSecr=887151467","Normal",""
"187","5,938,670","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49190 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=359578944 TSecr=0 SACK_PERM","Anomaly",""
"188","5,947,003","httpbin.org","192.168.100.15","TLSv1.2","104","Application Data","Normal",""
"189","5,947,145","192.168.100.15","httpbin.org","TLSv1.2","554","Application Data, Application Data, Application Data","Normal",""
"190","5,972,898","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49197 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2858738569 TSecr=0 SACK_PERM","Anomaly",""
"191","6,023,325","2001:4860:4802:32::180","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TLSv1.2","594","Application Data","Normal",""
"192","6,023,326","2001:4860:4802:32::180","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TLSv1.2","117","Application Data","Normal",""
"193","6,023,327","2001:4860:4802:32::180","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TLSv1.2","125","Application Data","Normal",""
"194","6,023,558","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","2001:4860:4802:32::180","TCP","86","58453 → https(443) [ACK] Seq=4031 Ack=3069 Win=2038 Len=0 TSval=887151658 TSecr=583966883","Normal",""
"195","6,023,807","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","2001:4860:4802:32::180","TLSv1.2","125","Application Data","Normal",""
"196","6,042,747","2001:4860:4802:32::180","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","86","https(443) → 58453 [ACK] Seq=3069 Ack=4070 Win=1045 Len=0 TSval=583966902 TSecr=887151658","Normal",""
"197","6,058,157","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49184 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3444040650 TSecr=0 SACK_PERM","Anomaly",""
"198","6,060,282","httpbin.org","192.168.100.15","TLSv1.2","801","Application Data","Normal",""
"199","6,060,283","httpbin.org","192.168.100.15","TLSv1.2","104","Application Data","Normal",""
"200","6,060,285","httpbin.org","192.168.100.15","TLSv1.2","800","Application Data","Normal",""
"201","6,060,286","httpbin.org","192.168.100.15","TLSv1.2","104","Application Data","Normal",""
"202","6,060,287","httpbin.org","192.168.100.15","TLSv1.2","801","Application Data","Normal",""
"203","6,060,289","httpbin.org","192.168.100.15","TLSv1.2","104","Application Data","Normal",""
"204","6,060,438","192.168.100.15","httpbin.org","TLSv1.2","241","Application Data, Application Data","Normal",""
"205","6,089,351","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49191 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2413206217 TSecr=0 SACK_PERM","Anomaly",""
"206","6,174,069","httpbin.org","192.168.100.15","TLSv1.2","800","Application Data","Normal",""
"207","6,174,072","httpbin.org","192.168.100.15","TLSv1.2","104","Application Data","Normal",""
"208","6,174,280","192.168.100.15","httpbin.org","TCP","66","49198 → https(443) [ACK] Seq=1206 Ack=8662 Win=130240 Len=0 TSval=845235036 TSecr=4001386816","Normal",""
"209","6,210,169","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49185 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1731471564 TSecr=0 SACK_PERM","Anomaly",""
"210","6,238,828","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49192 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3423730513 TSecr=0 SACK_PERM","Anomaly",""
"211","6,357,049","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49186 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3120654965 TSecr=0 SACK_PERM","Anomaly",""
"212","6,391,012","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49193 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=450097454 TSecr=0 SACK_PERM","Anomaly",""
"213","6,491,809","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49187 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1403985865 TSecr=0 SACK_PERM","Anomaly",""
"214","6,522,004","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49194 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2083480863 TSecr=0 SACK_PERM","Anomaly",""
"215","6,525,405","192.168.100.15","192.168.100.1","DNS","132","Standard query 0x6b05 PTR 1.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","Normal",""
"216","6,525,537","192.168.100.15","192.168.100.1","DNS","132","Standard query 0x0e26 PTR e.0.0.2.0.0.0.0.0.0.0.0.0.0.0.0.c.0.8.0.d.0.0.4.0.5.4.1.0.0.a.2.ip6.arpa","Normal",""
"217","6,530,476","192.168.100.1","192.168.100.15","DNS","171","Standard query response 0x0e26 PTR e.0.0.2.0.0.0.0.0.0.0.0.0.0.0.0.c.0.8.0.d.0.0.4.0.5.4.1.0.0.a.2.ip6.arpa PTR bud02s37-in-x0e.1e100.net","Normal",""
"218","6,534,150","192.168.100.1","192.168.100.15","DNS","181","Standard query response 0x6b05 No such name PTR 1.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa SOA 8.E.F.IP6.ARPA","Normal",""
"219","6,541,884","httpbin.org","192.168.100.15","TLSv1.2","800","Application Data","Normal",""
"220","6,541,885","httpbin.org","192.168.100.15","TLSv1.2","104","Application Data","Normal",""
"221","6,541,999","192.168.100.15","httpbin.org","TCP","66","49198 → https(443) [ACK] Seq=1206 Ack=9434 Win=130240 Len=0 TSval=845235404 TSecr=4001387184","Normal",""
"222","6,657,280","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49188 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1583832156 TSecr=0 SACK_PERM","Anomaly",""
"223","6,673,537","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49195 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3411668203 TSecr=0 SACK_PERM","Anomaly",""
"224","6,807,797","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49189 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3101133530 TSecr=0 SACK_PERM","Anomaly",""
"225","6,823,084","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49196 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1142918041 TSecr=0 SACK_PERM","Anomaly",""
"226","6,940,325","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49190 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=359579945 TSecr=0 SACK_PERM","Anomaly",""
"227","6,974,540","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49197 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2858739571 TSecr=0 SACK_PERM","Anomaly",""
"228","7,089,836","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49191 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2413207218 TSecr=0 SACK_PERM","Anomaly",""
"229","7,239,677","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49192 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3423731514 TSecr=0 SACK_PERM","Anomaly",""
"230","7,391,913","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49193 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=450098455 TSecr=0 SACK_PERM","Anomaly",""
"231","7,523,160","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49194 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2083481864 TSecr=0 SACK_PERM","Anomaly",""
"232","7,675,363","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49195 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3411669204 TSecr=0 SACK_PERM","Anomaly",""
"233","7,823,697","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49196 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1142919042 TSecr=0 SACK_PERM","Anomaly",""
"234","7,975,897","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49197 → distinct(9999) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2858740572 TSecr=0 SACK_PERM","Anomaly",""
"235","8,251,950","fe80::82e1:bfff:fe48:6e24","ff02::2","ICMPv6","70","Router Solicitation from 80:e1:bf:48:6e:24","Normal",""
"236","8,524,916","192.168.100.15","192.168.100.1","DNS","132","Standard query 0x0a30 PTR 4.2.e.6.8.4.e.f.f.f.f.b.1.e.2.8.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","Normal",""
"237","8,525,048","192.168.100.15","192.168.100.1","DNS","132","Standard query 0xa036 PTR 2.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa","Normal",""
"238","8,541,924","192.168.100.1","192.168.100.15","DNS","181","Standard query response 0x0a30 No such name PTR 4.2.e.6.8.4.e.f.f.f.f.b.1.e.2.8.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa SOA 8.E.F.IP6.ARPA","Normal",""
"239","8,552,589","192.168.100.1","192.168.100.15","DNS","196","Standard query response 0xa036 No such name PTR 2.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa SOA b.ip6-servers.arpa","Normal",""
"240","8,920,760","HuaweiTechno_48:6e:18","Apple_61:b5:29","ARP","42","192.168.100.1 is at 80:e1:bf:48:6e:18","Normal",""
"241","9,269,491","192.168.100.15","192.168.1.200","TCP","78","49199 → http(80) [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=986571512 TSecr=0 SACK_PERM","Anomaly",""
"242","9,403,342","192.168.100.15","192.168.1.200","TCP","78","49200 → http(80) [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3719892469 TSecr=0 SACK_PERM","Anomaly",""
"243","9,552,579","192.168.100.15","192.168.1.200","TCP","78","49201 → http(80) [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4115715033 TSecr=0 SACK_PERM","Anomaly",""
"244","9,687,258","192.168.100.15","192.168.1.200","TCP","78","49202 → http(80) [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=458424106 TSecr=0 SACK_PERM","Anomaly",""
"245","9,754,589","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","2001:4860:4802:32::180","TLSv1.2","125","Application Data","Normal",""
"246","9,772,216","2001:4860:4802:32::180","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TCP","86","https(443) → 58453 [ACK] Seq=3069 Ack=4109 Win=1045 Len=0 TSval=583970632 TSecr=887155389","Normal",""
"247","9,772,217","2001:4860:4802:32::180","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","TLSv1.2","125","Application Data","Normal",""
"248","9,772,472","2a02:2f0a:e20d:9200:3c7a:2329:c1be:f91f","2001:4860:4802:32::180","TCP","86","58453 → https(443) [ACK] Seq=4109 Ack=3108 Win=2047 Len=0 TSval=887155407 TSecr=583970632","Normal",""
"249","9,837,001","192.168.100.15","192.168.1.200","TCP","78","49203 → http(80) [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1785647183 TSecr=0 SACK_PERM","Anomaly",""
"250","9,986,258","192.168.100.15","192.168.1.200","TCP","78","49204 → http(80) [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2819143770 TSecr=0 SACK_PERM","Anomaly",""
"251","10,137,391","192.168.100.15","192.168.1.200","TCP","78","49205 → http(80) [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=946495475 TSecr=0 SACK_PERM","Anomaly",""
"252","10,269,710","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49199 → http(80) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=986572512 TSecr=0 SACK_PERM","Anomaly",""
"253","10,270,032","192.168.100.15","192.168.1.200","TCP","78","49206 → http(80) [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3212886487 TSecr=0 SACK_PERM","Anomaly",""
"254","10,404,949","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49200 → http(80) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3719893471 TSecr=0 SACK_PERM","Anomaly",""
"255","10,553,158","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49201 → http(80) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=4115716034 TSecr=0 SACK_PERM","Anomaly",""
"256","10,688,361","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49202 → http(80) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=458425107 TSecr=0 SACK_PERM","Anomaly",""
"257","10,836,212","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49203 → http(80) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1785648183 TSecr=0 SACK_PERM","Anomaly",""
"258","10,987,415","192.168.100.15","192.168.1.200","TCP","78","[TCP Retransmission] 49204 → http(80) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2819144772 TSecr=0 SACK_PERM","Anomaly",""
